ns1:PERIODICAL-TITLE,ns1:LOCATION,ns1:TITLE,ns1:AUTHOR,ns1:ENGLISH,ns1:SPANISH,ns1:GENDER,ns1:LANGUAGE,ns1:ETHNICITY
"El Cronista del Valle, Brownsville, TX.","2, Diciembre 1924 [p.2]",La rosa blanca dela villa bella,"Purnell,Adela","Poetry
Love in literature
God-Omnipotence
1924
Nature in literature","Poesía
Amor en la literatura
Dios-Omnipotencia
Naturaleza en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","11, Octubre 1936 p.4",La comedia mexicana,"Quesada de Martínez Garza, Rosaura","Literary notices
Art in literature
Theater
1936","Noticias literarias
Arte en la literatura
Teatro",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","24, Noveimbre 1924 [p.2]",Las nueces,"Quintero, María Berta","Short stories
Children in literature
Children's literature
1924
Fairy tales","Cuentos
Niños en la literatura
Literatura de niños
Cuentos de hadas",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","24, Noveimbre 1924 [p.2]",Las nueces,"Quintero, María Berta","Short stories
Children in literature
Children's literature
1924
Fairy tales","Cuentos
Niños en la literatura
Literatura de niños
Cuentos de hadas",Female,Spanish,
"El Continental, El Paso, TX.","24, Septiembre 1936 p.2",Infieles. IN: espontaneidades.,"Quiroz, María Luz de","Sketches
Essays
Moon in literature
Love in literature
Pain in literature
Adultery in literature
1936","Bocetos
Ensayos
Luna en la literatura
Amor en la literatura
Dolor en la literatura
Adulterio en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","5, Julio 1937 p.10","Espontaneidad, no sumisión. IN: Espontaneidades","Quiroz, María Luz de","Essays
D'Erzell, Catalina, 1897-1950
Women in literature
Women and literature
Women-social conditions
1937","Ensayos
Mujeres en la literatura
Mujeres y literatura
Mujeres-Condiciones sociales",Female,Spanish,
"El Continental, El Paso, TX.","11, Octubre 1936 p.15",En avant,"Quiroz, María Luz de","Sketches
Essays
Relgion in literature
Will in literature
1936","Bocetos
Ensayos
Religión en la literatura
Voluntad en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","3, Noviembre 1935 p.7",¿Adelanto o retroceso? IN: Dice el público...,"Quiroz, María Luz de.","Letters
Moral conditions in literature
Progress in literature
1935","Cartas
Condiciones morales en la literatura
Progreso en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX.","15, Julio 1936 p.2",Buzón femenino,"R., Consuelo","Essays
Didactic literature
Women in literature
Women's rights
Women-Employment
Education of woemn
1936","Ensayos
Literatura didáctica
Mujeres en la literatura
Mujeres-Derechos
Mujeres-Trabajo
Educación de la mujer",Female,Spanish,
"El Defensor, Edinburg, TX.","7, Febrero 1930 p.6",Monólogo de un niño testarudo,"Ramos, Aurelia","Short stories
Childhood in literature
Discipline of children
1930","Cuentos
Niñez
Disciplina de los niños",Female,,Spanish?
"El Defensor, Edinburg, TX.","7, Febrero 1930 p.6",Monólogo de un niño testarudo,"Ramos, Aurelia","Short stories
Childhood in literature
Discipline of children
1930","Cuentos
Niñez
Disciplina de los niños",Female,,Spanish?
"El Cronista del Valle, Brownsville, TX","4 mayo 1927, p. 3",El poema de la niña,"Rendón, Zolia C.","Short stories
Maternity in literature
1927","Cuentos
Maternidad en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","11, Mayo 1925 [p.2]",La mujer es como la araña,"Rernhart, Sarah","Quotes
Women-Social conditions in literature
Women in literature
Women-Social and moral questions
1925","Citas
Mujeres-Condiciones sociales en la literatura
Mujeres en la literatura
Mujeres-Cuestiones sociales y morales",Female,Spanish,American
"El Eco, Kingsville, TX.","Octubre-Noviembre, 1940 p.5",Senda de Ed. [sic] religiosa y publicación,"Rivas, Margarita","Non-literary-item
Religion
Youth-Religious aspects
Religious gatherings
1940
Women and literature","Artículo no literario
Religión
Juventud-Aspectos religiosos
Asamblea religiosa
Mujeres y literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","22, Junio 1925 [p.2]",El idilio de la selva,"Rodríguez De Tio, Lola, 1843-1924","Poetry
Animals in literature
Nature in literature
Jungle in literature
1925","Poesía
Animales en la literatura
Naturaleza en la literatura
Selva en la literatura",Female,Spanish,Puerto Rican
"El Eco, Kingsville, TX.","Julio, 1938 p.11",Contestación,"Rodríguez, Ana F.","Poetry
Jesus Christ-Divinity
Jesus Christ-Birthplace
1938
Women and literature","Poesía
Jesucristo-Divinidad
Jesucristo-Lugar de nacimiento
Mujeres en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","24, Agosto 1926 p.3",Amistad,"Rodríguez, Delfina C.","Essays
Didactic literature
Friendship in literature
Women in literature
1926","Ensayos
Literatura didáctica
Amistad en la literatura
Mujeres en la literatura",Female,Spanish,Mexican?
"El Cronista del Valle, Brownsville, TX.","25, Agosto 1926 p.3",Conciencia,"Rodríguez, Delfina C.","Essays
Didactic literature
1926","Ensayos
Literatura didáctica",Female,Spanish,
"La Patria, El Paso, TX","18, Junio 1919 [p.1]",Qué vergüenza para los carrancistas,"Romo, Elvira","Letters
Patriotic literature, Mexican
Mexico-History, 1910-1946
Women and literature
1919
Carranza, Venustiano, 1859-1920","Cartas
Literatura patriótica mexicana
México-Historia-1910-1946
Mujeres en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX","7, enero 1938 p.5",El afilador.,"Rosado, Maria Isolina","Poetry
Sadness in literature
1938","Poesia
Tristeza en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","3, julio 1925 [p.3]",Voces al amado,"Rosland, Aura","Poetry
Women and literature
Love poetry
Marriage in literature
1925","Poesía
Mujeres y literatura
Poesía amorosa
Matrimonio en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","1, Enero 1926 [p.2-3]",El perdón,"Ross, María Luisa","Short stories
Friendship in literature
Competition (Psychology)
Interpersonal relations
Forgiveness in literature
1926","Cuentos
Amistad en la literatura
Competencia (psicología)
Relaciones humanas
Perdón en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","1, Enero 1926 [p.2-3]",El perdón,"Ross, María Luisa","Short stories
Friendship in literature
Competition (Psychology)
Interpersonal relations
Forgiveness in literature
1926","Cuentos
Amistad en la literatura
Competencia (psicología)
Relaciones humanas
Perdón en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","7, Agosto 1925 [p.2-3]",Vanidad,"Ross, María Luisa, d. 1945","Short stories
Pride and vanity
Didactic literature
1925","Cuentos
Orgullo
Literatura didáctica",Female,Spanish,Mexican
"La Evolución, Laredo, TX.","12, Julio 1918 [p.2]",Envidia,"Ross, María Luisa, d.1945","Essays
Sketches
Jealousy in literature
Gnomes in literature
Love in literature
1918","Ensayos
Bocetos
Celos en la literatura
Gnomos en la literarura
Amor en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","16, Junio 1925 [p.2]",Cantar,"Rostand, Aura","Poetry
Pilgrims and pilgrimages
Life in literature
Christianism in literature
1925","Poesía
Peregrinaciones
Vida en la literatura
Cristianismo en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","30, Septiembre 1926 p.3",Eresw como la violeta,"Rubem, Alma","Essays
Women in literature
1926","Ensayos
Mujeres en la literatura",Female,Spanish,
"El Heraldo Mexicano, San Antonio, TX.","26, Agosto 1928 [p.4]","Crónias teatrales Debut del cuadro de variedad ""Suigeneris""","Ruffo, Titta, 1877-1953","Literary notices
Landeros, Carlos
Landeros, Tere
Landeros, Emma
1928",Noticias literarias,Female,,Italian??
"El Cronista del Valle, Brownsville, TX.","17, Julio 1927 p.2",Una historia,"Sabas Aloma, Mariblanca","Poetry
Love in literature
1927","Poesía
Amor en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","22, Julio 1927 p.2",Meditacion inutil,"Sabás Aloma, Mariblanca","Poetry
Solitude in literature
1927","Poesía
Soledad en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX","17 Agosto, 1928, p. 2",El alma que espero,"Sáenz, Raquel","Poetry
Love in literature
1928","Poesía
Amor en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX","28 Junio, 1929, p. 2",La carta,"Sáenz, Raquel","Poetry
Love in literature
1929","Poesía
Amor en la literatura",Female,Spanish,Uruguayan?
"El Continental, El Paso, TX.","5, Septiembre 1937 p.5",La mujer mexicana. IN: Buzón femenino,"Samsores Pren, rosario, 1898-1972","Essays
Women in literature
Women-Social conditions
Mexican women
1937","Ensayos
Mujeres en la literatura
Mujeres-Condiciones sociales
Mujeres mexicanas",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","7, Febrero 1925 [p.2]",Liberación,"Samsores Pren, Rosario, 1898-1972","Poetry
Love in literature
Nostalgia in literature
1925","Poesía
Amor en la literatura
Nostalgia en la literatura",Female,Spanish,Mexican
"La Patria, El Paso, TX","15, Septiembre 1919 p.18",Pro Patria,"Sánchez Mármol, Bertha","Poetry
Patriotic poetry
Mexico-History-19th Century
1919
Women and literature","Poesía
Poesía patriótica
México-Historia-Siglo diecinueve",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","17, Diciembre 1925 [p.2]",El diablo burlado,"Sánchez y M.O., Rosario","Short stories
Devil in literature
Farmers in literature
1925","Cuentos
Diablo en la literatura
Granjeros en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","29, Noviembre 1937 p.6",Ojos verdes,"Sánchez, Irma","Poetry
Love in literature
1937","Poesía
Amor en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville,TX.","18, Marzo 1925 [p.2]",La canción de la aventura,Sanrores y Pren. Rosario,"Poetry
Death in literature
Love poetry
Emotions in literature
Nature in literature
1925",Poesía,Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","22, Junio 1927 p.2",Mi compañero,"Sansores Pre, Rosario, 1898-1972","Poetry
Animals in literature
1927","Poesía
Animales en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","27, Abril 1925 [p.2]",Sonetos de Rosario Sansores,"Sansores Pren, Rosaio, 1898-1972","Poetry
Love poetry
Women and literature
1925","Poesías
Poesía amorosa
Mujeres y literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX.","20, Agosto 1937 p.4",Indulgencias con rosario ajeno,"Sansores Pren, Rosario","Essays
Socialism in literature
Politics in literature
Economy in literature
1937","Ensayos
Socialismo en la literatura
Política en la literatura
Economía en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville,TX.","19, Marzo 1925 [p.2]",Cigarra amiga,"Sansores Pren, Rosario","Poetry
Animals in literature
Life in literature
1925
Time in literature","Poesía
Animales en la literatura
Vida en la literatura
Tiempo en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","5, Marzo 1925 [p.2]",A la ciudad azul,"Sansores Pren, Rosario 1898-","Poetry
Poetry of places-cuba
1925","Poesía
Poesía de lugares-cuba",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville,TX.","11, Abril 1925 [p.2]",Palabras de amor,"Sansores Pren, Rosario 1898-","Poetry
Love poetry
1925","Poesía
Poesía amorosa",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX","30, Diciembre 1926 [p.2]",En tierra extraña,"Sansores Pren, Rosario, 1889-1972","Poetry
Melancholy in literature
1926
Home in literature","Poesía
Melancolía en la literatura
Hogar en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","22, Deciembre 1926 p.2",Salmo,"Sansores Pren, Rosario, 1889-1972","Poetry
Love in literature
1926","Poesía
Amor en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX",16 marzo 1927 p. 2,Loreley,"Sansores Pren, Rosario, 1898-1927","Poetry
Women in literature
Sonnet
1927","Poesía
Mujeres en la literatura
Soneto",Female,Spanish,Mexican
"El Continental, El Paso, TX.","11, Septiembre 1936 p.3",Acaso lo soñé,"Sansores Pren, Rosario, 1898-1972","Poetry
Love poetry
1936","Poesía
Poesía amorosa",Female,Spanish,Mexican
"EL Continental, El Paso, TX.","11, Septiembre 1936 p.8",Ola,"Sansores Pren, Rosario, 1898-1972","Poetry
Life in literature
1936","Poesía
Vida en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX","17, Septiembre 1936 p.8",La nueva ilusión.,"Sansores Pren, Rosario, 1898-1972","Poetry
Love in literature
Hope in literature
1936","Poesía
Amor en la literatura
Esperanza en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX.","20, Septiembre 1936 p.7",Acaso lo soñé,"Sansores Pren, Rosario, 1898-1972","Poetry
Love poetry
Desire in literature
1936","Poesía
Poesía amorosa
Deseo en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX.","8, Octubre 1936 p.4",La recompensa,"Sansores Pren, Rosario, 1898-1972","Poetry
Sadness in literature
1936","Poesía
Tristeza en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX","30, Mayo 1937 p.9",Altas y bajas,"Sansores Pren, Rosario, 1898-1972","Essays
Didactic literature
Women in literature
Beauty, personal
1937","Ensayos
Literatura didáctica
Mujeres en la literatura
Belleza personal",Female,Spanish,Mexican
"El Continental, El Paso, TX.","9, Junio 1937 p.2",El sentido de la crítica,"Sansores Pren, Rosario, 1898-1972","Essays
Didactic literature
Literary criticism
1937","Ensayos
Literatura didáctica
Crítica literaria",Female,Spanish,Mexican
"El Continental, El Paso, TX.","1, Julio 1937 p.4","El pulque, asesino de la voluntad...","Sansores Pren, Rosario, 1898-1972","Essays
Alcohol in literature
Indians of Mexico
Alcoholism in literature
1937","Ensayos
Alcohol en la literatura
Indios de México
Alcoholismo en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX.","4, Julio 1937 p.7",Yo te borré de mi vida,"Sansores Pren, Rosario, 1898-1972","Poetry
Love in literature
Disappointment in literature
1937","Poesía
Amor en la literatura
Decepción en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX.","29, Diciembre 1936 p.3",La novia,"Sansores Pren, Rosario, 1898-1972","Poetry
Women in literature
Marriage in literature
Happiness in literature
1936","Poesía
Muejres en la literatura
Matrimonio en la literatura
Felicidad en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX.","27, Agosto 1937 p.4",El señor gobernador,"Sansores Pren, Rosario, 1898-1972","Essays
Mexico-Politics
Women in literature
1937","Ensayos
México-Política
Mujeres en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX.","12, Septiembre 1937 p.10",Ka ubútil rebelión. IN: Intermedio,"Sansores Pren, Rosario, 1898-1972","Poetry
Love in literature
1937","Poesía
Amor en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX","17, Septiembre 1937 p.6",¡Cómo te echo de menos! IN: Intermedio,"Sansores Pren, Rosario, 1898-1972","Poetry
Suffering in literature
Love in literature
1937","Poesía
Sufrimiento en la literatura
Amor en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX.","20, Septiembre 1937 p.2",Paz infinita el la tarde. IN: Intermedio,"Sansores Pren, Rosario, 1898-1972","Poetry
Nature in literature
1937","Poesía
Naturaleza en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX.","14, Noviembre 1937 p.2",Cuentos infantiles,"Sansores Pren, Rosario, 1898-1972","Essays
Children in literature
Children's literature
1937","Ensayos
Niños en la literatura
Literatura infantil",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","6, Noviembre 1924 [p.4]",Has vuelto a mí.,"Sansores Pren, Rosario, 1898-1972","Poetry
Love poetry
1924","Poesía
Poesía amorosa",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","13, Noviembre 1925 [p.2]",Salmo,"Sansores Pren, Rosario, 1898-1972","Poetry
Love in literature
Nature in literature
1925","Poesía
Amor en la literatura
Naturaleza en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","9, Junio 1926 [p.2]",Novia,"Sansores Pren, Rosario, 1898-1972","Poetry
Love poetry
1926","Poesía
Poesía amorosa",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","9, Junio 1926 [p.2]",Tengo un dulce secreto,"Sansores Pren, Rosario, 1898-1972","Poetry
Love in literature
1926","Poesía
Amor en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","24, Junio 1926 [p.2]",Canción triste,"Sansores Pren, Rosario, 1898-1972","Poetry
Melancholy in literature
Sadness in literature
Love in literature
1926","Poesía
Melancolía en la literatura
Tristeza en la literatura
Amor en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","26, Junio 1926 [p.2]",Hora roja,"Sansores Pren, Rosario, 1898-1972","Poetry
Desire in literature
Erotic poetry
1926","Poesía
Deseo en la literatura
Poesía erótica",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","7, Agosto 1926 p.2",La Habana,"Sansores Pren, Rosario, 1898-1972","Poetry
Poetry of places-Habana
1926","Poesía
Poesía de lugares-Habana",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","8, Agosto 1926 p.2",El parque central,"Sansores Pren, Rosario, 1898-1972","Poetry
Poetry of places-Habana
1926","Poesía
Poesía de lugares-Habana",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","17, Agosto 1926 p.2",La casa de correos,"Sansores Pren, Rosario, 1898-1972","Poetry
poetry of places
1926
Sonnet","Poesía
Poesía de lugares
Soneto",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","10, Julio 1927 p.3",Por que hay gente tonta el el mundo,"Sansores Pren, Rosario, 1898-1972","Short sotries
Creation in literature
1927","Cuentos
Creación en la literatura",Female,Spanish,Mexican
"El Cronsta del Valle, Brownsville, TX.","29, Octubre 1926 p.2",Rescoldos,"Sansores Pren, Rosario, 1898-1972","Poetry
Love in literature
Lost love
1926","Poesía
Amor en la literatura
AMor perdido",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","2, Septiembre 1926 p.3",El amo,"Sansores Pren, Rosario, 1898-1972","Poetry
Fate and fatalism
1926","Poesía
Fatalismo",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","24, Septiembre 1926",El amo,"Sansores Pren, Rosario, 1898-1972","Poetry
Slaves in literature
1926","Poesía
Esclavos en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","18, Marzo 1925 p.2",La canción de la aventura,"Sansores Pren, Rosario, 1898-1972","Poetry
Adventure and adventurers
Bohemianism in literature
1927","Poesía
Aventuras
Vida bohemia en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","15, Junio 1925 [p.2]",Ahora,"Sansores pren, Rosario, 1898-1972","Poetry
Love in literature
Disappointment in literature
Women and literature
Revenge in literature
1925","Poesía
Amor en la literatura
Decepción en la literatura
Mujeres y literatura
Venganza en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","29, Diciembre 1925 [p.2]",Mientras se va la vida,"Sansores Pren, Rosario, 1898-1972","Poetry
Melancholy in literature
Love in literature
Lost love
Pain in literature
1925","Poesía
Melancolía en la literatura
Amor en la literatura
Amor perdido
Dolor en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","31, Diciembre 1925 [p.2]",Mientras se va la vida,"Sansores Pren, Rosario, 1898-1972","Poetry
Nature in literature
Youth in literature
Love in literature
1925","Poesía
Naturaleza en la literatura
Juventud en la literatura
Amor en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","19, Febrero 1926 [p.2]",El diamante,"Sansores Pren, Rosario, 1898-1972","Poetry
Love in literture
Pride and vanity
1926
Lost love","Poesía
Amor en la literatura
Orgullo en la literatura
Amor perdido",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","19, Febrero 1926 [p.2]",La oveja,"Sansores Pren, Rosario, 1898-1972","Poetry
Love poetry
1926","Poesía
Poesía amorosa",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","19, Febrero 1926 [p.2]",Acaso lo soñe!d,"Sansores Pren, Rosario, 1898-1972","Poetry
Love poetry
Dream in literautre
1926","Poesía
Poesía amorosa
Sueño en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","3, marzo 1926 [p.2]",En el Ideal Room,"Sansores Pren, Rosario, 1898-1972","Poetry
Love in literature
Courtship in literature
1926","Poesía
Amor en la literatura
Cortejo amoroso en la literatura",Female,Spanish,Mexican
"El cronista del Valle, Brownsville, TX","30 marzo, 1928",La recompensa,"Sansores Pren, Rosario, 1898-1972","Poetry
Suffering in literature
1928","Poesía
Sufrimiento en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX","28 Septiembre, 1928, p. 2",Cuendo tu me querías,"Sansores Pren, Rosario, 1898-1972","Poetry
Sonnet
Love in literature
1928","Poesía
Soneto
Amor en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX","28 Diciembre, 1928, p. 2",El puñal,"Sansores Pren, Rosario, 1898-1972","Poetry
Love in literature
1928","Poesía
Amor en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX","1 Febrero, 1929, p. 2",El puñal,"Sansores Pren, Rosario, 1898-1972","Poetry
Love in literature
1929","Poesía
Amor en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX","12 Julio, 1929, p. 2",Mañana,"Sansores Pren, Rosario, 1898-1972","Poetry
Love in literature
1929","Poesía
Amor en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX.","29, Diciembre 1936 p.4",La nostalgia de la patria,"Sansores Pren, Rosario, 1898-1974","Essays
Didactic literature
Politics in liteature
Exiles in literatrue
Seldi, Rasa
1936","Ensayos
Literatura didáctica
Política en la literatura
Exiliados en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville,TX.","5, Marzo 1925 [p.2]",Porque la vida es corta,"Sansores y Pren Rosario, 1898","Poetry
Life in literature
Love in literature
1925","Poesía
Vida en la literatura
Amor en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville,TX.","5, Marzo 1925 [p.2]",Mi oración al azar,"Sansores y Pren, Rosario 1898","Poetry
God-worship and love
1925
Faith in literature","Poesía
Fe en la literature
Dios",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","13, Diciembre 1924 [p.2]","Señor, no me castigues","Sansores y Pren, Rosario, 1898-1972","Poetry
Love poetry
God-Omnipotence
1924","Poesía
Poesía amorosa
Dios-Omnipotencia",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","12, Mayo 1926 [p.2]",Cuando tú me querías,"Sansores y Pren, Rosario, 1898-1972","Poetry
Love in literature
Lost love
Melancholy in literature
1926","Poesía
Amor en la literatura
Amor perdido
Melancolía en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","13, Julio 1926 [p.2]",La primavera ha llegado,"Sansores y Pren, Rosario, 1898-1972","Poetry
Spring in literature
Love in literature
1926","Poesía
Primavera en la literatura
Amor en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","14, Agosto 1926 p.2",El malecón,"Sansores y Pren, Rosario, 1898-1972","Poetry
Poetry of places
1926","Poesía
Poesía de lugares",Female,Spanish,Mexican
"El cronista del Valle, Brownsville, TX","30 marzo, 1926 [p. 2]",Puerta de sol,"Sansores y Pren, Rosario, 1898-1972","Poetry
Old age in literature
Women in literature
Sadness in literature
1926","Poesía
Vejez en la literatura
Mujeres en la literatura
Tristeza en la literatura",Female,Spanish,Mexican
"El cronista del Valle, Brownsville, TX","3 abril, 1926 [p. 2]",Rosas de otoño,"Sansores y Pren, Rosario, 1898-1972","Poetry
Love in literature
Sadness in literature
1926","Poesía
Amor en la literatura
Tristeza en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX.","2, Mayo 1935 p.4",Acróstico,"Sansores, Aída","Poetry
Love poetry
1935","Poesía
Poesía amorosa",Female,Spanish,
"El Cronista del Valle, Brownsville,TX.","13, Abril 1925 [p.2]",Rojo,"Sansores, Pren Rosario 1898-","Poetry
Love poetry
Passion in literature
1925","Poesía
Poesía amorosa
Pasión en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX.","2, Diciembre 1937 p.4",Las prefieren tontas,"Sansores, Pren, Rosario, 1898-1972","Essays
Women in literature
Gerard, Rosamunda
Rostand, Edmundo, Chantecler
Gauthier, Judith, 1845-1917
Serao, Matilde, 1856-1927
Lombroso, Gilda
Cáceres, Aurora
Camarillo, María Enriqueta, 1872-
Carrera, Julieta
1937","Ensayos
Mujeres en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX.","15, Mayo 1935 p.4",El sueño irrealizable.,"Sansores, Rosario
Sansores Pren, Rosario, 1898-
1889-1972 ??","Poetry
Love, maternal
1935","Poesía
Amor maternal",Female,Spanish,Mexican
"El Continental, El Paso, TX.","11, Agosto 1936 p.4",Cantaba el mar azul.,"Sansores, Rosario
Sansores Pren, Rosario, 1898-1972","Poetry
Love poetry
Nature in literature
Sadness in literature
1936","Poesía
Poesía amorosa
Naturaleza en la literatura
Tristeza en la literatura",Female,Spanish,Mexican
"El Heraldo Mexicano, San Antonio, TX.","1, Enero 1928 [p.4]",La voz del silencio,"Sansores, Rosario, 1889-1972","Poetry
Love poetry
1928","Poesía
Poesía de amor",Female,,Mexican
"El Continental, El Paso, TX.","14, Marzo 1935 p.4",Llegaste junto a mi.,"Sansores, Rosario, 1898-","Poetry
Love poetry
1935
Women and literature","Poesía
Poesía amorosa
Mujeres y la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX.","15, Julio 1935 p.4",Hora gris.,"Sansores, rosario, 1898-","Poetry
Death in literature
1935","Poesía
Muerte en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX.","2, Noviembre 1937 p.4",Para mi abuelita,"Santa Cruz, Celia","Poetry
Suffering in literature
Death in literature
1937","Poesía
Sufrimiento en la literatura
Muerte en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","19, Febrero 1925 [p.2]",Todo es bellos en la noche,"Santos o Pren, Rosario
Sansores Pren, Rosario, 1898-1972","Poetry
Love in literature
Sin in literature
Lust in literature
1925","Poesía
Amor en la literatura
Pecado en la literatura
Lujuria en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","29, Marzo 1926 [p.2]",Rueca,"Satorni, Alfonsina, 1892-1938","Poetry
Women in literature
Disappointment in literautre
Love in literature
1926","Poesía
Mujeres en la literatura
Decepción en la literatura
Amor en la literatura",Female,Spanish,Argentinian
"El Cronista del Valle, Brownsville, TX.","22, Diciembre 1926 p.2",Liberación,"Sensores Pren, Rosario, 1889-1972","Poetry
Love in literature
1926","Poesía
Amor en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX.","8, Octubre 1936 p.4",La embraguez,"Sensores Pren, Rosario, 1898-1972","Poetry
Children in literature
1936","Poesía
Niños en la literatura",Female,Spanish,Mexican
"El Heraldo Mexicano, San Antonio, TX.","24, Febrero 1929 [p.3]",Una carta,"Sévioné. <aroe de Rabitom Cjamta;. <arqiose de
1686-1696","Short stories
Louis-XIV-King of France-1638-1715",,Female,,French
"El Cronsita del Valle, Brownsville, TX.","12, Diciembre 1926 p.3",El enemigo,"Silva, Carmen","Dialogs
Will in literautre
1926","Diálogos
Voluntad en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","9, Junio 1936 p.3",Ocúpese de algo,"Silva, Marcia de","Essays
Didactic literature
Women in literature
Women-Social conditions
1936","Ensayos
Literatura didáctica
Mujeres en la literatura
Mujeres-Condiciones sociales",Female,Spanish,
