ns1:PERIODICAL-TITLE,ns1:LOCATION,ns1:TITLE,ns1:AUTHOR,ns1:ENGLISH,ns1:SPANISH,ns1:GENDER,ns1:LANGUAGE,ns1:ETHNICITY
"El Continental, El Paso, TX.","24, Agosto 1936 p.3",Cerca de ti. IN: Cancionero,"Grever, María, 1885-1951","Songs
Love song
1936","Canciones
Canción de amor",Female,Spanish,
"El Continental, El Paso, TX.","15, Diciembre 1936 p.3",Dime por Dios,"Grever, María, 1885-1951","Songs
Love song
1936","Canciones
Canción de amor",Female,Spanish,Mexican
"El Continental, El Paso, TX","27, enero 1938 p.7","No me lo digas.
En: Cancionero","Gréver, Maria, 1885-1951","Songs
Love in literature
1938","Canciones
Amor en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","6, Febrero 1925 [p.2]",Carretera,"Guerrero Krammer, Concha","Poetry
Life in literature
Sadness in literature
Simile
1925","Poesía
Vida en la literatura
Tristeza en la literatura
Símil",Female,Spanish,
"El Heraldo Mexicano, San Antonio, TX.","23, Marzo 1930 p. 4",Al reverendo patriarca J. Joaquin Pérez y Budar,"Guerrero, María del Refugio
Guerrero Roman, Maira del Refugio","Poetry
Sonnets
Clergy
Catholic church-Mexico
1930","Poesía
Sonetos
Clero
Iglesia Católica-México",Female,,Mexican
"El Continental, El Paso, TX.","22, Junio 1936 p.2",La amistad. IN: Buzón femenino,"H. de Vila, Nélida","Essays
Didactic literature
Friendship in literature
1936","Ensayos
Literatura didactica
Amistad en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","15, Mayo 1935 p.4","""A mi querida madre.""","Hernández, Celia","Poetry
Love, maternal
1935","Poesía
Amor maternal",Female,Spanish,
"El Cronista del Valle, Brownsville, TX","29 Junio, 1928, p. 2","Musa de Martha Herrera
Campestre","Herrera, Martha Josefina","Poetry
Love in literature
1928","Poesía
Amor en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","9, Julio 1927 p.",El toque del alba,"Hervieux, Blanca","Sketches
Time in literature
1927
Essays","Bocetos
Tiempo en la literatura
Ensayos",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","18, Febrero 1926 [p.2]",Mi jardín,"Holmberg Bracht, Laura","Poetry
Nature in literature
1926","Poesía
Naturaleza en la literatura",Female,Spanish,Argentinian
"El Continental, El Paso, TX.","9, Mayo 1937 p.6",Dolor del recuerde (sic),"Huergo, Irene G.L. de","Sketches
Essays
Love in literature
Pain in literture
Sadness in literature
1937","Bocetos
Ensayos
Amor en la literatura
Dolor en la literatura
Tristeza en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","30, Noviembre 1937 p.3",Buzón femenino,"Huergo, Irene G.L. de","Essays
Happiness in literature
1937","Ensayos
Felicidad en la literatura",Female,Spanish,
"El Mensajero Bautista, El Paso, TX.","1, Mayo 1917 [p.3-5]",[¿Qué medios debemos emplear...?],"Húrtiz, Rosa E. D.","Essays
Education-Christian
Religion and politics
Evangelistic work
1917","Ensayos
Educación-Cristianismo
Religión y políticos
Evangelización",Female,Spanish,Mexican
"El Mensajero Bautista, El Paso, TX.","1, Mayo 1917 [p.3-5]",[¿Qué medios debemos emplear...?],"Húrtiz, Rosa E. D.","Essays
Education-Christian
Religion and politics
Evangelistic work
1917","Ensayos
Educación-Cristianismo
Religión y políticos
Evangelización",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","21, Septiembre 1926 p.3",Andar,"Ibabourou, Juana de, 1895?-1979","Poetry
Melancholy in literature
1926","Poesía
Melancolía en la literatura",Female,Spanish,Uruguayan
"El Cronista del Valle, Brownsville, TX","25 Enero, 1929, p. 2",Millonarios,"Ibarbororou, Juana de, 1895?-","Poetry
Sonnet
Love in literature
1929","Poesía
Soneto
Amor en la literatura",Female,Spanish,Uruguayan
"El Cronista del Valle, Brownsville, TX.","8, Julio 1925 [p.3]",Silencio,"Ibarbourbou, Juana de, 1895-1919","Poetry
Silence in literature
Women and literature
1925","Poesía
Silencio en la literatura
Mujeres y literatura",Female,Spanish,Uruguayan
"El Cronista del Valle, Brownsville, TX.","30, Mayo 1925 [p.2]",El vendedor ambulante,"Ibarbourou, Juana , 1895-1919","Poetry
Women and literature
Women and conditions
1925","Poesía
Mujeres y literatura
Mujeres-condiciones sociales",Female,Spanish,
"El Cronista del Valle, Brownsville, TX","12 Abril, 1929, p. 2",¿Sueño?,"Ibarbourou, Juana de 1895?-1979","Poetry
Sonnet
Love in literature
1929","Poesía
Soneto
Amor en la literatura",Female,Spanish,Uruguayan
"El Cronista del Valle, Brownsville, TX","12 Abril, 1929, p. 2",Pasión,"Ibarbourou, Juana de 1895?-1979","Poetry
Sonnet
Love in literature
1929","Poesía
Soneto
Amor en la literatura",Female,Spanish,Uruguayan
"El Cronista del Valle, Brownsville, TX.","3, Julio 1925 [p.3]",La nueva esperanza,"Ibarbourou, Juana de, 1885-1970","Poetry
Hope in literature
Women and literature
1925","Poesía
Esperanza en la literatura
Mujeres y literatura",Female,Spanish,Uruguayan
"El Cronista del Valle, Brownsville, TX.","10, Noviembre, 1925 [p.2]",Raíz salvaje,"Ibarbourou, Juana de, 1895-?","Poetry
Love in literature
Youth in literature
1925","Poesía
Amor en la literatura
Juventud en la literatura",Female,Spanish,Uruguayan
"El Cronista del Valle, Brownsville, TX.","24, Diciembre 1925 [p.2]",La sed,"Ibarbourou, Juana de, 1895-?","Poetry
nature in literture
Thirst in literature
1925","Poesía
Naturaleza en la literatura
Sed en la literatura",Female,Spanish,Uruguayan
"El Cronista del Valle, Brownsville, TX.","29, Diciembre 1926 p.2",Suprema ofrenda,"Ibarbourou, Juana de, 1895?-1979","Poetry
Love poetry
1926","Poesía
Poesía amorosa",Female,Spanish,Uruguayan
"El cronista del Valle, Brownsville, TX","14 marzo, 1928, p. 4",La pastora,"Ibarbourou, Juana de, 1895?-1979","Poetry
Love in literature
1928","Poesía
Amor en la literatura",Female,Spanish,Uruguayan
"El Cronista del Valle, Brownsville, TX","7 Septiembre, 1928, p. 2",Raiz salvaje,"Ibarbourou, Juana de, 1895?-1979","Poetry
Love in literature
1928","Poesía
Amor en la literatura",Female,Spanish,Uruguayan
"El Cronista del Valle, Brownsville, TX","5 Abril, 1929, p. 2",Te doy mi alma,"Ibarbourou, Juana de, 1895?-1979","Poetry
Love in literature
1929","Poesía
Amor en la literatura",Female,Spanish,Uruguayan
"El Cronista del Valle, Brownsville, TX.","8, Julio 1925 [p.3]",El vendedor ambulante,"Ibarbourou, Juana de, 1895-1919","Poetry
Travelers in literature
Women and literature
1925","Poesía
Viajeros en la literatura
Mujeres y literatura",Female,Spanish,Uruguayan
"El Heraldo Mexicano, San Antonio, TX.","20, Octubre 1929 p.4",El vendedor ambulante,"Ibarbourou, Juana de, 1895-1975","Poetry
Peddlers
1929",Vendedores ambulantes,Female,,Uruguayan
"El Continental, El Paso, TX.","28, Julio 1936 p.4",Final de primavera.,"Ibarbourou, Juana de, 1895-1979","Poetry
Nature in literature
Spring
1936","Poesía
Naturaleza en lla literatura
Primavera",Female,Spanish,Uruguayan
"EL Cronista del Valle, Brownsville, TX.","7, Enero 1925 [p.2]",El alma de la rosa,"Ibarbourou, Juana de, 1895-1979","Poetry
Nature in literature
Death in literature
1925","Poesía
Naturaleza en la literatura
Muerte en la literatura",Female,Spanish,Uruguayan
"El Cronista del Valle, Brownsville, TX.","17, Junio 1925",Como la primavera,"Ibarbourou, Juana de, 1895-1979","Poetry
Love in literature
Youth in literature
Women and literature
Nature in literature
Spring in literature
1925","Poemas
Amor en la literatura
Juventud en la literatura
Mujeres y literatura
Naturaleza en la literatura
Primavera en la literatura",Female,Spanish,Uruguayan
"El Cronista del Valle, Brownsville, TX.","29, Julio 1925 [p.2]",Salvaje,"Ibarbourou, Juana de, 1895-1979","Poetry
Women and literature
Nature in literature
1925","Poesía
Mujeres y literatura
Naturaleza en la literatura",Female,Spanish,Uruguayan
"El Continental, El Paso, TX","12, diciembre 1937 p.3",La lluvia,"Ibarbourou, Juana, 1895?-1979","Sketches
Essays
Nature in literature
1937","Bocetos
Ensayos
Naturaleza en la literatura",Female,Spanish,Uruguayan
"El Cronista del Valle, Brownsville, TX.","30, Septiembre 1925 [p.2]",Matinal,"Ibarbourou, Juana, 1895?-1979","Poetry
Nature in literature
Love in literature
Desire in literature
1925","Poesía
Naturaleza en la literatura
Amor en la literatura
Deseo en la literatura",Female,Spanish,Uruguayan
"El Cronista del Valle, Brownsville, TX.","25, Junio 1926 [p.2]",A una flor,"Ibarbourou, Juana, 1895?-1979","Poetry
Love in literature
Disappointment in literature
1926","Poesía
Amor en la literatura
Decepción en la literatura",Female,Spanish,Uruguayan
"El Cronista del Valle, Brownsville, TX.","4, Noviembre 1926 p.2",Burrito santo,"Ibarbourou, Juana, 1895?-1979","Poetry
Religious poetry
Animals in literature
Jesus Christ in literature
1926","Poesía
Poesía religiosa
Animales en la literatura
Jesucristo en la literatura",Female,Spanish,Uruguayan
"El Cronista del Valle, Brownsville, TX","20 Julio, 1928, p. 2",Melancolía,"Ibarbourou, Juana, 1895?-1979","Poetry
Sonnet
Love in literature
1928","Poesía
Soneto
Amor en la literatura",Female,Spanish,Uruguayan
"El Cronista del Valle, Brownsville, TX.","25, Junio 1926 [p.2]",Hiel,"Ibarbourou, Juana, 1895-1979","Poetry
Disappointment in literature
Love in literature
1926","Poesía
Decepción en la literatura
Amor en la literatura",Female,Spanish,Uruguayan
"El Cronista del Valle, Brownsville,TX","30, Diciembre 1926 [p.2]",El Hachón,"Ibarbourou, Juana, 1895-1979","Poetry
Nature in Literature
Farmers in Literature
1926","Poesía
Naturaleza en la literatura
Agricultores en la literatura",Female,Spanish,Uruguayan
"El Cronista del Valle, Brownsville, TX.","18, Abril 1925 [p.2]",Acróstico,"Ilusión, Hada","Poetry
Love poetry
1925","Poesía
Poesía amorosa",Female,Spanish,
"La Libertad, San Diego, TX.","7, Octubre 1939 p.2",De la lira del amor:  Ofrenda,"Iñarritu, Elena","Poetry
God-Worship and love
Heaven in literature
1939","Poesía
Dios-Adoración y amor
Cielo en la literatura",Female,Spanish,
"La Libertad, Sand Diego,TX.","7, Octubre 1939",Porque tú no has venido,"Iñarritu, Elena","Poetry
Love poetry
Emotions in literature
1939","Poesía
Poesía de amor
Emociones en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","26, Mayo 1926 [p.3]",Un marido envidiable,"Insua, Sara","Short stories
Women in literture
Man-Woman relationships
Flappers in literature
Humor in literature
1926","Cuentos
Mujeres en la literatura
Relaciones hombre mujer
Pelonas en la literatura
Humor en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","19, Junio 1927 p.3",Campanitas azules,"Insua, Sara","Short stories
Courtship in literature
1927","Cuentos
Cortejo amoroso en la literatura",Female,Spanish,Spanish
"El Cronista del Valle, Brownsville, TX.","23, Diciembre 1926 p.3",El dios de Chizu-San,"Insua, Sara","Short stories
Love in literature
Culture in literature
Races in literature
1926","Cuentos
Amor en la literatura
Cultura en la literatura
Razas en la literatura",Female,Spanish,Spanish
"El Cronista del Valle, Brownsville, TX.","10, Febrero 1926 [p.2]",Como nos lleva la vida,"Insua, Sara","Short stories
1926
Courtship in literature
Love in literature
Self sacrifice in literature
Motherhood in literature","Cuentos
Cortejo amoroso en la literatura
Amor en la literatura
Sacrificio personal en la literatura
Maternidad en la literatura",Female,Spanish,Spanish?
"El Cronista del Valle, Brownsville, TX.","29, Septiembre 1926 p.3",La ruina de los Boscán,"Insúa, Sara","Short stories
Wealth in literature
Women in literature
Marriage in literature
1926","Cuentos
Riqueza en la literatura
Mujeres en la literatura
Matrimonio en la literatura",Female,Spanish,Spanish
"El cronista del Valle, Brownsville, TX","9 marzo, 1928, p. 4",La locua moderna,"Insúa, Sara","Essays
Progress in literature
1928","Ensayos
Progeso en la literatura",Female,Spanish,Spanish
"EL Cronista del Valle, Brownsville, TX.","28, Noviembre 1925 [p.2]",Sacrificio y amor,Irma,"Short stories
Sisters in literature
Women in literature
Love in literature
Self sacrifice in literature
1925","Cuentos
Hermanas en la literatura
Mujeres en la literautra
Amor en la literatura
Sacrificio personal en la literatura",Female,Spanish,
"EL Cronista del Valle, Brownsville, TX.","28, Noviembre 1925 [p.2]",Sacrificio y amor,Irma,"Short stories
Sisters in literature
Women in literature
Love in literature
Self sacrifice in literature
1925","Cuentos
Hermanas en la literatura
Mujeres en la literautra
Amor en la literatura
Sacrificio personal en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","1, Diciembre 1925 [p.2-3]",Un nombre,Irma,"Short stories
Art in literature
Man-Woman relationships in literature
Truth in literature
Love in literature
Self sacrifice in literature","Cuentos
Arte en la literatura
Relaciones hombre-Mujer en la literatura
Verdad en la literatura
Amor en la literatura
Sacrificio personal en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","1, Diciembre 1925 [p.2-3]",Un nombre,Irma,"Short stories
Art in literature
Man-Woman relationships in literature
Truth in literature
Love in literature
Self sacrifice in literature","Cuentos
Arte en la literatura
Relaciones hombre-Mujer en la literatura
Verdad en la literatura
Amor en la literatura
Sacrificio personal en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","29, Noviembre 1924 [p.2]",Ensueños,"Isaza de Jaramillo, Blanca, 1898-","Poetry
Love poetry
1929","Poesía
Poesía amorosa",Female,Spanish,Colombian?
"El Cronista del Valle, Brownsville, TX.","19, Enero 1927 p.3",Un pobre de Doña Concha,"Isúa, Sara
Insud de Palacios, Sara","Short stories
Women in literature
Women-Social conditions
Revenge in literature
1927","Cuentos
Mujeres en la literatura
Mujeres-Condiciones sociales
Venganza en la literatura",Female,Spanish,Spanish
"EL Croista del Valle, TX.","26, Enero 1926 [p.2]",Cásate por amor,"Johnston, María
Johnston, María Isabella, 1835-","Essays
Didactic literature
Marriage in literature
Love in literature
1926","Ensayos
Literatura didáctica
Matrimonio en la literatura
Amor en la literatura",Female,Spanish,
"EL Croista del Valle, TX.","26, Enero 1926 [p.2]",Cásate por amor,"Johnston, María
Johnston, María Isabella, 1835-","Essays
Didactic literature
Marriage in literature
Love in literature
1926","Ensayos
Literatura didáctica
Matrimonio en la literatura
Amor en la literatura",Female,Spanish,
"El Defensor, Edinburg, TX.","28, Febrero 1930 p.3",[Hombres necios acusáis] IN: Los extravíos.,"Juana Inés de la Cruz, Sister, 1651-1695","Poetry
Women poets
Man-woman relationships
1930
Women in literature
Women-Sexual behavior","Redondillas
Poetas, Mexicanas
Mujeres poetas
Relaciones hombre-mujer
Mujeres en la literatura
Mujeres-Conducta sexual",Female,,Mexican
"El Continental, El Paso, TX.","4, Enero 1935 p.4",Guerra,"Kambolier, María","Sketches
War in literature
1935
Essays
Didactic literature","Ensayos
Literatura didáctica
Guerra en la literatura",Female,Spanish,
"La Patria, El Paso, TX","13, Octubre 1919 p.3",Asuntos pedagógicos,"Kritter, Ona B.","Essays
Story telling
Kindergarten
Education, Preschool
1919
Didactic literature
Education in literature","Ensayos
Literatura didáctica
Cuentos
Jardínes de infantes
Educación en literatura",Female,Spanish,
"El Continental, El Paso, TX.","11, Septiembre 1936 p.4",España revolucionaria,"La pasionaria
Ibarrubi, Dolores, 1895-1989","Essays
Spain-History-Civil War, 1936-1939
Women in literature
Women-History
Women in politics
1936","Ensayos
España-Historia-Guerra civil, 1936-1939
Mujeres en la literatura
Mujeres-Historia
Mujeres en la política",Female,Spanish,Spanish
"El Cronista del Valle, Brownsville, TX.","18, Noviembre 1925 [p.2]",El hombre abnegado,"Landre, Juana","Short stories
Self sacrifice in literature
Kindness in literature
Man-Woman relationships in literature
Infidelity in literature
1925","Cuentos
Sacrificio personal en la literatura
Bondad en la literatura
Relaciones hombre mujer en la literatura
Infidelidad en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","18, Noviembre 1925 [p.2]",El hombre abnegado,"Landre, Juana","Short stories
Self sacrifice in literature
Kindness in literature
Man-Woman relationships in literature
Infidelity in literature
1925","Cuentos
Sacrificio personal en la literatura
Bondad en la literatura
Relaciones hombre mujer en la literatura
Infidelidad en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","16, Junio 1927 p.3",Las pasiones de murat,"Landre, Juana","Short stories
Business in literature
1927","Cuentos
Negocios en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.",,La ranilla de M. Pive,"Leuba, Juana","Short stories
Humor in literature
1924
Operations, surgical","Cuentos
Humor en la literature
Operaciones quirúrgicas",Female,Spanish,
"El Continental, El Paso, TX","2, enero 1938 p.8","Año nuevo
En: Espontaneidades","Limoñ, Flora","Poetry
New year in literature
1938","Poesía
Año nuevo en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","13, Octubre 1937 p.2",Primer fruto. IN: Espontaneidades,"Limón, Flora","Poetry
Love in literature
Suffering in literature
1937","Poesía
Amor en la literatura
Sufrimiento en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville,TX.","6, Abril 1925 [p.2]",Un jardín versallesco,"Llach, Cuillemina","Poetry
Love poetry
1925","Poesía
Poesía amorosa",Female,Spanish,
"El Continental, El Paso, TX","25, febrero 1938 p. [3]","[ Entre las buenas escritoras...]
en: Buzón femenino","Llach, Leonor","Literary notices
Luna Vargas, Teresa
1938",Noticias literarias,Female,Spanish,Mexican?
"El Cronista del Valle, Brownsville, TX","15 Febrero, 1929, p. 2",Es tarde,"Loreley (Pseud.)
Garza, María Luisa, 1887-1990","Poetry
Melancholy in literature
1929","Poesía
Melancolía en la literatura",Female,Spanish,
"La Patria, El Paso, TX","22, Diciembre 1922 p.4",Crónicas de Loreley. Un artista humilde,"Loveley (pseud.)
Garza, María Luisa, 1887-1980
Loreley (pseud)","Crónica
Painters in literature
Decanini, Antonio
1922","Crónica
Pintores en la literatura",Female,Spanish,Mexican
"La Patria, El Paso, TX","22, Diciembre 1922 p.4",Crónicas de Loreley. Un artista humilde,"Loveley (pseud.)
Garza, María Luisa, 1887-1980
Loreley (pseud)","Crónica
Painters in literature
Decanini, Antonio
1922","Crónica
Pintores en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","10, Junio 1927 p.3",Lo que hiciera llorar a Jesús,"Luisgnán, Mazia de","Short stories
Jesus Christ-Crucifixion
1927","Cuentos
Jesucristo-Crucifixión",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","7, Febrero 1925 [p.2]","Ay, me he hundido tan hondo",Luisi Luisa,"Poetry
Solitude in literature
1925
Sadness in literature","Poesía
Soledad en la literatura
Tristeza en la literatura",Female,Spanish,Uruguayan
"El Cronista del Valle, Brownsville, TX.","16, Enero 1925 [p.2]",Nadie dira jamas,"Luisi, Luisa","Poetry
Women in literature
Sterility in literture
Life in literature
1925","Poesía
Mujeres en la literatura
Esterilidad en la litertura
Vida en la literatura",Female,Spanish,Uruguayan
"El Cronista del Valle, Brownsville, tX.","15, Junio 1926 [p.2]",Eran dos ríos inmensos,"Luisi, Luisa","Poetry
Death in literature
Sadness in literature
Childlessness
1926","Poesía
Muerte en la literatura
Tristeza en la literatura
Infecundidad",Female,Spanish,Uruguayan
"El Cronista del Valle, Brownsville, TX.","1, Julio 1927 p.2",Hiedra amarga,"Luisi, Luisa","Poetry
Love in literature
1927","Poesía
Amor en la literatura",Female,Spanish,Uruguayan
"El Cronista del Valle, Brownsville, TX","17 mayo 1927, p. 2","Me dijeron, amor","Luisi, Luisa","Poetry
Love in literature
1927","Poesía
Amor en la literatura",Female,Spanish,Uruguayan
"El Continental, El Paso, TX","25, febrero 1938 p. [3]","[ Suaviza con tus manos la...]
en; Buzón femenino","Luna Vargas, Teresa","Poetry
Artisans in literature
1938","Poesia
Artesanos en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX","25, febrero 1938 p. [3]","[ Suaviza con tus manos la...]
en; Buzón femenino","Luna Vargas, Teresa","Poetry
Artisans in literature
1938","Poesia
Artesanos en la literatura",Female,Spanish,Mexican
"El Continental, El Paso, TX","25, febrero 1938 p.[ 3 ]","[ Clarines agraristas, en enhiestos...]
en: Buzoñ femenino","Luna Vargas, Teresa","Poetry
Nature in literature
1938","Poesía
Natiraleza en la literatura",Female,Spanish,Mexican
"La Patria, El Paso, TX","8, Junio 1920 p.3",Consejos sobre el noviazgo,Madame Durand,"Essays
Courtship in literature
Women in literature
1920
Didactic literature","Ensayos
Literatura didáctica
Cortejo amoroso
Mujeres en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","29, Septiembre 1935 p.9",El reino del hogar.,Madame Gasparín,"Essays
Didactic literature
Women in literature
Women-Social conditions
Family in literature
1935","Ensayos
Literatura didáctica
Mujeres en la literatura
Mujeres-condiciones sociales
Familia en la literatura",Female,Spanish,
"El Continental, El Paso, TX.","3, Mayo 1935 p.8",La poesía,"Madame Stael
Stael, Madame de (Anne-Louise-Germaine), 1766-1817","Essays
Didactic literature
Poetry in literature
1935","Ensayos
Literatura didáctica
Poesía en la literatura",Female,Spanish,French
"El Cronista del Valle, Brownsville, TX.","5, Junio 1926 [p.2]",Siglo XIII,"Mallarme, Stphane, 1842-1998","Poetry
Love poetry
1926","Poesía
Poesía Amorosa",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","24, Septiembre 1925 [p.2]",Segadora,"Mar, María del, b.1903","Poetry
Suffering in literature
Lost love
1925","Poesía
Sufrimiento en la literatura
Amor perdido",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","7, Diciembre 1926 p.3",La mujeres y los trajes,María Antonia,"Essays
Women in literature
Fashion in literature
1926","Ensyaos
Mujeres en la literatura
Moda en la literatura",Female,Spanish,
"El Heraldo Mexicano, San Antonio, TX.","15, Enero 1928 [p.3]",Ruego,"María Emroqieta, 1872-1968","Poetry
1928",Poesía,Female,,Spanish? Mexicans?
"El Cronista del Valle, Brownsville,TX.","30?, Marzo 1925 [p.2]",El viento,María Enriquera 1812-1968,"Short stories
Death in literature
1925
Wind in literature","Cuentos
Muerte en la literatura
Viento en la literatura",Female,Spanish,
"El cronista del Valle, Brownsville, TX","23 marzo, 1928, p. 4",Cuando parte el amor...,"María Enriqueta (pseud.)
Camarillo Roa de Pereyra, María Enriqueta, 1872-1968","Poetry
Love in literature
1928","Poesía
Amor en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX","20 Julio, 1928, p. 3",La historia de una carta,"María Enriqueta (Pseud.)
Camarillo Roa de Pereyra, María Enriqueta, 1872-1968","Short stories
Love in literature
Jealousy in literature
1928","Cuentos
Amor en la literatura
Celos en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX","3 mayo 1927, p. 3",La línea divisoria,"María Enriqueta (pseud.)
Camarillo Roa de Pereyra, María Enriqueta, 1872-1968","Short stories
Suffering in literature
1927","Cuentos
Sufrimiento en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX","14, Septiembre 1925 [p.2]",Vendetta,"María Enriqueta (pseud.)
Camarillo Roa de Pereyra, María
Enriqueta, 1872-1968","Poetry
Love in literature
Revenge in literature
1925","Poesía
Amor en la literatura
Venganza en la literatura",Female,Spanish,Mexican
"El Cronista del Valle, Brownsville, TX.","22, Marzo 1926 [p.2]",Vendetta,"María Enriqueta (pseud.)
Camarillo Roa de Pereyra, María
Enriqueta, 1872-1968","Poetry
Love in literature
Violence in literature
Hate in literature
1926","Poesía
Amor en la literatura
Violencia en la literatura
Odio en la literatura",Female,Spanish,Mexican
"El Defensor, Edinburg, TX.","18, Julio 1930 p.6",La tortuga sabia,"María Enriqueta
[Camarillo de Pereyra, Maria Enriqueta, 1872]","Short stories
Childhood in literature
Turtles in literature
1930",,Female,,Spanish
"El Cronista del Valle, Brownsville, TX.","17, Junio 1925 [p.2]",Los gorriones,"María Enriqueta, (pseud.), 1872-1968
Camarillo Roa de Pereyra, maría Enriqueta","Short stories
Charity in literature
Poets in literature
Animals in literature
Women and literature
Winter in literature
1925","Cuentos
Caridad en la literatura
Poetas en la literatura
Animales en la literatura
Invierno en la literatura
Mujeres y literatura",Female,Spanish,Mexican
"El Clarín del Norte, El Paso, TX 1905-1906","8, Octubre 1905 p.3",Gota de acibar,"María Enriqueta, 1872-1968
Camarillo de Pereyra, María Enriqueta, 1872-?","Poetry
Love poetry
1905
Women and literature",,Female,Spanish,Mexican
"El Heraldo Mexicano, San Antonio, TX","10, Febrero 1929 [p.3]",El batallón,"María Enriqueta, 1872-1968
María Enriqueta Camarillo de Pereyra","Poetry
Military life-poetry
Soldiers-poetry
1929",,Female,,
"El Continental, El Paso, TX.","3, Junio 1936 p.3",El alma de las cosas. IN: Buzón femenino,María Mónica,"Essays
Didactic literature
Progress in literature
Art in literature
1936","Ensayos
Literatura didáctica
Progreso en la literatura
Arte en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","12, Mayo 1926 [p.3-4]",Consejos de una reina. La cosecha,"María, Reina de Rumania","Essays
Life in literature
Didactic literature
1926","Ensayos
Vida en la literatura
Literatura didáctica",Female,Spanish,
"EL Cronista del Valle, Brownsville, TX.l","17, Diciembre 1925 [p.2]",Hay que vivir el presente,"María, Reina de Rumania","Memoirs
time in literature
Happiness in literature
Life in literature
Positivism in literature
1925","Memorias
Tiempo en la literatura
Felicidad en la literatura
Vida en la literatura
Positivismo en la literatura",Female,Spanish,
"EL Cronista del Valle, Brownsville, TX.l","17, Diciembre 1925 [p.2]",Hay que vivir el presente,"María, Reina de Rumania","Memoirs
time in literature
Happiness in literature
Life in literature
Positivism in literature
1925","Memorias
Tiempo en la literatura
Felicidad en la literatura
Vida en la literatura
Positivismo en la literatura",Female,Spanish,
"La Evolución, Laredo, TX.","4, Agosto 1917 [p.2]",La literata,"Martínez, Consuelo M.","Essays
Sketches
1917
Love in literature
Man-woman relationships
Women-Social conditions
Women and literature
Women in literature","Ensayos
Bocetos
Mujeres-Condiciones sociales
Mujeres y la literatura
Mujeres en la literatura
Amor en la literatura
Relaciones hombre mujer",Female,Spanish,
"El Continental, El Paso, TX.","12, Mayo 1935 p.9",A mi madre.,"Martínez, Hortencia","Poetry
Love, maternal
1935","Poesía
Amor maternal",Female,Spanish,
"El Continental, El Paso, TX.","23, Septiembre 1937 p.7",[Hay en el fondo de tus...] IN: Espontaneidades,"Martínez, Julieta","Poetry
Love poetry
1937","Poesía
Poesía amorosa",Female,Spanish,
"El Continental, El Paso, TX.","1, Julio 1937 p.3",Homenaje al maestro. IN: Espontaneidades,"Martínez, Rosa Sofía","Essays
Teachers in literature
Gratitude in literature
1937","Ensayos
Profesores en la literatura
Gratitud en la literatura",Female,Spanish,
"El Cronista del Valle, Brownsville, TX.","11, Febrero 1926 [p.2]",Fente a España,"Mathieu de Noailles, Condesa","Poetry
Spain in literature
Melancholy in literature
Poetry of places
1926","Poesía
España en la literatura
Melancolía en la literatura
Poesía de lugares",Female,Spanish,Spanish
"El Cronista del Valle, Brownsville, TX.","13, mayo 1926 [p.3]",Talento de niña,"McAllister, Mary E.","Short stories
Fairies in literature
Mother and daughter
1926","Cuentos
Hadas en la literatura
Madre e hija",Female,Spanish,
"El Clarín del Norte, El Paso, TX. 1905-1906","16, Junio 1906 p.4",Los dos cavadores,"Mendez de Cuenca, Lavra, 1853-1928","Poetry
1906
Avarice in literature
Death in literature
Women and literature",,Female,,Mexican ??
"El Continental, El Paso, TX.","19, Mayo 1935 p.4",La huelga de los escalpelos.,"Mendez, Berta","Short stories
Education in literature
Women in literature
Death in literature
Love in literature
1935","Cuentos
Educación en la literatura
Mujeres en la literatura
Muerte en la literatura
Amor en la literatura",Female,Spanish,
